NAZIONALITA,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore,codice_rischio
alb,blq,tia,2024-02-05 19:25:00,bologna,tirana,albania,8,112,112,31,permesso di soggiorno,,,singola tratta,ryanair dac,fr8399,,,
alb,bgy,tia,2024-02-29 09:00:00,bergamo,tirana,albania,2,80,80,15,,f,46-60,singola tratta,ryanair dac,fr8350,,,
,fco,doh,2024-02-20 15:35:00,roma,doha,qatar,5,1,1,0,visto,m,18-30,singola tratta,qatar airways,qr0113,fermato,,
afg,blq,tia,2024-01-31 19:55:00,bologna,tirana,albania,8,1,1,1,passaporto,f,0-17,singola tratta,wizz air malta,w43847,fermato,,
,mxp,lgw,2024-02-02 15:00:00,milano,londra,regno unito,2,1,1,0,permesso di soggiorno,m,18-30,singola tratta,easyjet europe,ec8309,,,
alb,mxp,jfk,2024-01-26 22:20:00,milano,new york,stati uniti,2,1,1,0,carta d'identità,m,61+,singola tratta,emirates,ek0206,,,
afg,mxp,can,2024-01-11 01:35:00,milano,guangzhou,cina,2,1,1,0,passaporto,f,31-45,singola tratta,air china,ca0949,segnalato,,
alb,fco,tia,2024-01-27 07:50:00,roma,tirana,albania,5,156,158,4,carta d'identità,m,46-60,singola tratta,wizz air malta,w46116,fermato,,
alb,bgy,saw,2024-01-23 10:35:00,bergamo,istanbul,turchia,2,1,1,0,,f,18-30,singola tratta,pegasus airlines,pc1211,respinto,,
alb,bri,tia,2024-01-11 11:35:00,bari,tirana,albania,9,49,49,6,carta d'identità,f,61+,singola tratta,wizz air malta,w46601,respinto,,
alb,fco,lgw,2024-01-14 09:50:00,roma,londra,regno unito,5,1,1,0,passaporto,m,0-17,singola tratta,wizz air malta,w45781,,,
alb,fco,tia,2024-02-16 19:55:00,roma,tirana,albania,5,51,51,2,permesso di soggiorno,m,31-45,singola tratta,wizz air malta,w46691,fermato,,
alb,vrn,tia,2024-01-05 21:15:00,verona,tirana,albania,4,,,,,m,46-60,singola tratta,wizz air malta,w43849,respinto,,
alb,goa,tia,2024-02-28 12:25:00,genova,tirana,albania,1,161,161,18,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w46637,in attesa,,
alb,trn,brs,2024-02-12 06:45:00,torino,bristol,regno unito,1,1,1,1,passaporto,m,0-17,singola tratta,ryanair dac,fr9870,respinto,,
alb,tsf,tia,2024-01-22 11:50:00,treviso,tirana,albania,4,58,58,10,passaporto,m,61+,singola tratta,wizz air malta,w44809,segnalato,,
alb,cta,tia,2024-01-12 18:20:00,catania,tirana,albania,7,25,25,2,carta d'identità,m,0-17,singola tratta,ryanair dac,fr8370,segnalato,,
alb,mxp,tia,2024-02-03 19:50:00,milano,tirana,albania,2,91,91,16,,f,0-17,singola tratta,wizz air malta,w46609,,,
alb,bgy,tia,2024-01-09 06:10:00,bergamo,tirana,albania,2,106,106,16,permesso di soggiorno,m,46-60,singola tratta,wizz air malta,w43845,fermato,,
alb,mxp,jfk,2024-01-20 19:40:00,milano,new york,stati uniti,2,1,1,0,carta d'identità,,46-60,singola tratta,delta air lines,dl0184,respinto,,
alb,blq,stn,2024-01-17 18:20:00,bologna,londra,regno unito,8,2,2,0,,f,,singola tratta,ryanair dac,fr0194,respinto,,
alb,fco,dtw,2024-02-09 21:00:00,roma,detroit,stati uniti,5,1,1,0,visto,f,,singola tratta,ita airways,az0611,,,
alb,vrn,tia,2024-02-02 21:15:00,verona,tirana,albania,4,134,137,9,,f,18-30,singola tratta,wizz air malta,w43849,fermato,,
ago,fco,lad,2024-01-16 00:05:00,roma,luanda,angola,5,,,,,m,18-30,singola tratta,ethiopian airlines,et0712,ok,,
alb,blq,tia,2024-02-09 11:15:00,bologna,tirana,albania,8,105,105,8,visto,m,61+,singola tratta,wizz air malta,w43877,,,
alb,cia,tia,2024-01-28 18:55:00,roma,tirana,albania,5,48,48,12,visto,f,46-60,singola tratta,ryanair dac,fr8420,respinto,,
alb,mxp,ssh,2024-01-21 13:10:00,milano,sharm el sheikh,egitto,2,3,3,2,passaporto,m,18-30,singola tratta,easyjet europe,ec3892,fermato,,
alb,cta,ist,2024-01-27 17:55:00,catania,istanbul,turchia,7,5,6,8,carta d'identità,f,31-45,singola tratta,turkish airlines,tk1395,in attesa,,
alb,cta,tia,2024-02-06 00:00:00,catania,tirana,albania,7,8,8,1,,m,31-45,singola tratta,ryanair dac,fr8370,respinto,,
alb,fco,lgw,2024-01-19 09:40:00,roma,londra,regno unito,5,2,2,0,,f,,singola tratta,wizz air malta,w45781,,,
alb,cta,tia,2024-01-25 11:50:00,catania,tirana,albania,7,51,52,5,,f,61+,singola tratta,ryanair dac,fr8370,,,
alb,blq,tia,2024-01-06 11:30:00,bologna,tirana,albania,8,111,111,28,permesso di soggiorno,f,18-30,singola tratta,wizz air malta,w43877,,,r1
,mxp,tlv,2024-02-12 15:45:00,milano,tel aviv yafo,israele,2,1,1,0,permesso di soggiorno,f,,singola tratta,el al israel airlines,ly0387,fermato,,
alb,fco,tia,2024-01-02 15:45:00,roma,tirana,albania,5,21,21,3,passaporto,f,0-17,singola tratta,ita airways,az0585,in attesa,,
alb,bgy,dxb,2024-01-22 18:00:00,bergamo,dubai,emirati arabi uniti,2,7,7,3,,f,46-60,singola tratta,fly dubai,fz1571,,,
alb,fco,tia,2024-01-22 19:55:00,roma,tirana,albania,5,21,21,7,,m,0-17,singola tratta,wizz air malta,w46691,segnalato,,
afg,fco,del,2024-02-27 03:45:00,roma,nuova delhi,india,5,1,1,0,permesso di soggiorno,f,31-45,singola tratta,ita airways,az0769,,,
alb,mxp,tia,2024-02-14 10:30:00,milano,tirana,albania,2,93,93,11,visto,m,46-60,singola tratta,wizz air malta,w46629,in attesa,,
alb,fco,pvr,2024-02-03 20:15:00,roma,puerto vallarta,messico,5,1,1,0,passaporto,f,31-45,singola tratta,delta air lines,dl0066,fermato,,
alb,fco,yul,2024-01-19 20:55:00,roma,montreal,canada,5,1,1,1,visto,f,31-45,singola tratta,air canada,ac0892,segnalato,,
alb,bgy,ncl,2024-02-13 18:05:00,bergamo,newcastle,regno unito,2,3,3,1,permesso di soggiorno,,18-30,singola tratta,ryanair dac,fr0460,segnalato,,
alb,vrn,tia,2024-01-03 00:00:00,verona,tirana,albania,4,85,85,15,,m,0-17,singola tratta,albawings,2b0235,segnalato,,
alb,mxp,auh,2024-02-24 03:10:00,milano,abu dhabi,emirati arabi uniti,2,1,1,0,,m,31-45,singola tratta,etihad airways,ey0081,respinto,,
alb,bgy,tia,2024-01-28 10:10:00,bergamo,tirana,albania,2,114,114,20,,f,18-30,singola tratta,ryanair dac,fr8356,fermato,,
alb,bgy,tia,2024-02-29 12:10:00,bergamo,tirana,albania,10,59,59,7,visto,m,46-60,singola tratta,wizz air malta,w43885,in attesa,,
alb,mxp,stn,2024-02-05 13:00:00,milano,londra,regno unito,2,4,4,1,,f,,singola tratta,ryanair dac,fr2757,,,
alb,vce,stn,2024-01-06 07:55:00,venezia,londra,regno unito,4,2,2,1,passaporto,f,0-17,singola tratta,ryanair dac,fr0792,respinto,,
alb,trn,stn,2024-02-09 06:50:00,torino,londra,regno unito,1,2,2,0,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr0464,respinto,,
alb,mxp,tia,2024-02-15 19:50:00,milano,tirana,albania,2,89,89,10,visto,f,0-17,singola tratta,wizz air malta,w4-6609,segnalato,,
alb,blq,dxb,2024-02-14 08:55:00,bologna,dubai,emirati arabi uniti,8,1,1,0,permesso di soggiorno,m,,singola tratta,emirates,ek0093,in attesa,,
alb,mxp,dxb,2024-02-17 09:05:00,milano,dubai,emirati arabi uniti,2,5,8,4,,f,0-17,singola tratta,emirates,ek0205,,,
alb,nap,ssh,2024-02-04 12:05:00,napoli,sharm el sheikh,egitto,6,1,1,0,passaporto,f,0-17,singola tratta,easyjet europe,ec4242,fermato,,
alb,bds,tia,2024-01-22 21:00:00,brindisi,tirana,albania,9,14,14,6,carta d'identità,f,,singola tratta,wizz air malta,w44817,,,
alb,mxp,jfk,2024-01-20 18:15:00,milano,new york,stati uniti,2,1,1,0,passaporto,m,0-17,singola tratta,american airlines,aa0198,in attesa,,
alb,fco,znz,2024-02-11 00:05:00,roma,zanzibar,tanzania,5,2,2,0,carta d'identità,f,31-45,singola tratta,ethiopian airlines,et0712,segnalato,,
alb,psa,tia,2024-02-11 16:05:00,pisa,tirana,albania,8,85,84,16,carta d'identità,f,31-45,singola tratta,wizz air malta,w46649,,,r3
alb,bri,tia,2024-01-25 20:55:00,bari,tirana,albania,9,35,35,8,carta d'identità,m,0-17,singola tratta,wizz air malta,w4-6647,in attesa,,
alb,psa,lgw,2024-02-25 00:00:00,pisa,londra,regno unito,8,1,1,0,passaporto,m,61+,singola tratta,easyjet,u2 8315,,,
alb,mxp,ayt,2024-02-21 20:30:00,milano,antalya,turchia,2,1,1,0,,f,18-30,singola tratta,turkish airlines,tk1877,in attesa,,
afg,mxp,ika,2024-01-10 08:50:00,milano,tehran,iran,2,1,1,0,,f,61+,singola tratta,iran air,ir0751,,,
,blq,tia,2024-01-18 20:45:00,bologna,tirana,albania,8,60,60,17,,m,18-30,singola tratta,wizz air malta,w43847,ok,,
alb,psa,tia,2024-01-15 21:50:00,pisa,tirana,albania,8,120,120,26,,m,46-60,singola tratta,ryanair dac,fr8391,fermato,,
afg,mxp,ika,2024-01-04 08:55:00,milano,tehran,iran,2,4,4,0,permesso di soggiorno,m,46-60,singola tratta,qatar airways,qr0127,,,
alb,vce,stn,2024-02-14 00:00:00,venezia,londra,regno unito,4,1,1,0,,m,0-17,singola tratta,ryanair dac,fr0792,,,
alb,fco,tia,2024-02-08 19:50:00,roma,tirana,albania,5,47,47,6,passaporto,f,61+,singola tratta,wizz air malta,w43887,respinto,,
alb,blq,tia,2024-02-04 09:10:00,bologna,tirana,albania,8,100,100,18,passaporto,m,0-17,singola tratta,ryanair dac,fr8399,respinto,,
alb,cta,ltn,2024-02-28 00:00:00,catania,londra,regno unito,7,1,1,0,carta d'identità,f,0-17,singola tratta,easyjet,u22491,,,
alb,bgy,stn,2024-02-12 11:45:00,bergamo,londra,regno unito,2,2,2,0,permesso di soggiorno,f,46-60,singola tratta,ryanair dac,fr2738,segnalato,,
afg,fco,saw,2024-02-24 10:40:00,roma,istanbul,turchia,5,9,9,1,,m,18-30,singola tratta,pegasus airlines,pc1223,fermato,,
alb,mxp,lhr,2024-02-04 07:35:00,milano,londra,regno unito,2,,,,visto,m,,singola tratta,british airways,ba0572,,,
alb,mxp,ssh,2024-01-07 13:10:00,milano,sharm el sheikh,egitto,2,7,7,2,,m,61+,singola tratta,easyjet europe,ec3892,fermato,,
alb,mxp,lgw,2024-01-29 10:00:00,milano,londra,regno unito,2,1,1,0,passaporto,m,31-45,singola tratta,wizz air malta,w45785,,,
alb,mxp,lgw,2024-02-02 10:00:00,milano,londra,regno unito,2,5,5,0,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w45785,respinto,,
afg,mxp,ist,2024-02-27 15:50:00,milano,istanbul,turchia,2,1,1,0,,f,61+,singola tratta,turkish airlines,tk1875,in attesa,,
alb,fco,lhr,2024-02-07 07:05:00,roma,londra,regno unito,5,1,1,0,passaporto,m,46-60,singola tratta,british airways,ba0548,segnalato,,
alb,mxp,stn,2024-01-20 08:15:00,milano,londra,regno unito,2,3,3,0,passaporto,m,18-30,singola tratta,ryanair dac,fr2757,fermato,,
afg,bgy,saw,2024-02-28 00:00:00,bergamo,istanbul,turchia,2,2,2,6,passaporto,f,61+,singola tratta,turkish airlines,tk7794,segnalato,,
alb,blq,man,2024-02-16 14:45:00,bologna,manchester,regno unito,8,1,1,1,passaporto,m,31-45,singola tratta,ryanair dac,fr2242,,,
alb,blq,ist,2024-01-05 13:00:00,bologna,istanbul,turchia,8,1,1,1,permesso di soggiorno,f,31-45,singola tratta,turkish airlines,tk1323,in attesa,,
alb,vce,stn,2024-02-24 00:00:00,venezia,londra,regno unito,4,1,1,0,,m,18-30,singola tratta,ryanair dac,fr0798,,,
alb,bri,tia,2024-02-09 11:35:00,bari,tirana,albania,9,72,72,2,,m,46-60,singola tratta,wizz air malta,w46601,respinto,,
alb,tsf,tia,2024-01-17 16:05:00,treviso,tirana,albania,4,97,97,18,carta d'identità,,61+,singola tratta,ryanair dac,fr8400,segnalato,,
alb,bgy,tia,2024-01-29 18:00:00,bergamo,tirana,albania,2,2,2,1,,f,,singola tratta,fly dubai,fz1571,,,
alb,blq,tia,2024-02-06 11:50:00,bologna,tirana,albania,8,52,52,5,passaporto,m,46-60,singola tratta,wizz air malta,w43877,in attesa,,
alb,cia,tia,2024-02-10 19:25:00,roma,tirana,albania,5,92,92,10,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr8360,segnalato,,
alb,trn,tia,2024-02-23 06:25:00,torino,tirana,albania,1,161,161,12,carta d'identità,m,18-30,singola tratta,wizz air malta,w46603,ok,,
alb,fco,jfk,2024-02-23 21:00:00,roma,new york,stati uniti,5,1,1,0,,m,46-60,singola tratta,ita airways,az0611,,,
alb,bgy,tia,2024-02-03 14:55:00,bergamo,tirana,albania,2,,,,passaporto,,61+,singola tratta,wizz air malta,w43869,,,
alb,bgy,stn,2024-01-22 08:00:00,bergamo,londra,regno unito,2,2,2,1,carta d'identità,m,61+,singola tratta,ryanair dac,fr2696,,,
alb,psa,tia,2024-02-06 15:15:00,pisa,tirana,albania,8,129,129,15,,f,,singola tratta,wizz air malta,w46649,ok,,
alb,mxp,stn,2024-01-04 12:35:00,milano,londra,regno unito,2,3,3,0,visto,m,18-30,singola tratta,ryanair dac,fr2759,,,
alb,blq,ist,2024-01-15 09:25:00,bologna,istanbul,turchia,8,1,1,1,visto,m,0-17,singola tratta,turkish airlines,tk1321,ok,,
alb,mxp,bkk,2024-01-06 23:05:00,milano,bangkok,thailandia,2,1,1,0,carta d'identità,f,46-60,singola tratta,eva air,br0095,ok,,
alb,fco,znz,2024-02-07 08:30:00,roma,zanzibar,tanzania,5,1,1,0,visto,f,,singola tratta,neos s.p.a.,no0263,in attesa,,
alb,mxp,jfk,2024-02-23 18:15:00,milano,new york,stati uniti,2,1,1,0,,m,18-30,singola tratta,american airlines,aa0198,ok,,
alb,fco,hkt,2024-01-15 14:40:00,roma,phuket,thailandia,5,2,3,0,permesso di soggiorno,f,,singola tratta,etihad airways,ey0083,segnalato,alert manuale,
alb,cia,tia,2024-01-01 12:15:00,roma,tirana,albania,5,70,70,12,carta d'identità,f,46-60,singola tratta,ryanair dac,fr8320,segnalato,,
afg,fco,saw,2024-01-30 15:35:00,roma,istanbul,turchia,5,1,1,1,carta d'identità,f,18-30,singola tratta,pegasus airlines,pc1225,ok,,
afg,mxp,ika,2024-02-02 08:55:00,milano,tehran,iran,2,1,1,1,permesso di soggiorno,,0-17,singola tratta,qatar airways,qr0127,in attesa,,
afg,fco,ika,2024-01-09 15:35:00,roma,tehran,iran,5,1,1,1,permesso di soggiorno,f,31-45,singola tratta,qatar airways,qr 0113,,,
afg,vce,mhd,2024-02-26 08:10:00,venezia,mashad,iran,4,1,1,1,carta d'identità,m,18-30,singola tratta,turkish airlines,tk1867,segnalato,,
alb,bri,tia,2024-01-12 11:35:00,bari,tirana,albania,9,92,92,8,carta d'identità,m,0-17,singola tratta,wizz air malta,w46601,fermato,,
alb,mxp,rmf,2024-01-12 20:30:00,milano,marsa alam,egitto,2,1,1,1,visto,f,31-45,singola tratta,wizz air malta,w45698,in attesa,,
alb,mxp,tia,2024-01-10 06:20:00,milano,tirana,albania,2,120,120,17,passaporto,m,31-45,singola tratta,wizz air malta,w46607,,,
alb,rmi,tia,2024-02-06 10:30:00,rimini,tirana,albania,8,,,,visto,f,31-45,singola tratta,wizz air malta,w43875,ok,,
alb,blq,saw,2024-02-19 00:00:00,bologna,istanbul,turchia,8,2,2,2,,m,61+,singola tratta,pegasus airlines,pc1217,,,
alb,bgy,tia,2024-01-11 09:00:00,bergamo,tirana,albania,2,142,144,20,,m,0-17,singola tratta,ryanair dac,fr8350,in attesa,,
alb,vce,saw,2024-01-20 11:45:00,venezia,istanbul,turchia,4,1,1,0,permesso di soggiorno,m,46-60,singola tratta,pegasus airlines,pc1235,respinto,,
alb,rmi,tia,2024-01-06 10:30:00,rimini,tirana,albania,8,134,134,20,,f,31-45,singola tratta,wizz air malta,w43875,fermato,,
alb,psa,tia,2024-02-02 00:00:00,pisa,tirana,albania,8,151,151,9,visto,m,61+,singola tratta,wizz air malta,w43853,in attesa,,
alb,mxp,tia,2024-02-18 06:20:00,milano,tirana,albania,2,106,106,12,,f,31-45,singola tratta,wizz air malta,w46607,ok,,
alb,mxp,mle,2024-02-02 02:20:00,milano,male,maldive,2,1,1,0,carta d'identità,f,0-17,singola tratta,qatar airways,qr0123,,,
alb,blq,tia,2024-01-08 07:00:00,bologna,tirana,albania,8,84,84,14,carta d'identità,f,61+,singola tratta,albawings,2b0229,ok,,
alb,lin,jfk,2024-01-08 21:00:00,milano,new york,stati uniti,2,2,2,1,visto,f,18-30,singola tratta,ita airways,az0611,fermato,,
alb,psa,stn,2024-01-17 12:10:00,pisa,londra,regno unito,8,,,,permesso di soggiorno,f,46-60,singola tratta,ryanair dac,fr0584,in attesa,,
alb,bgy,stn,2024-01-31 09:35:00,bergamo,londra,regno unito,2,1,1,0,passaporto,m,31-45,singola tratta,ryanair dac,fr3674,fermato,,
alb,trn,bhx,2024-02-11 07:00:00,torino,birmingham,regno unito,1,1,1,0,visto,,61+,singola tratta,jet2.com,ls1297,,,
alb,aoi,tia,2024-01-18 11:15:00,ancona,tirana,albania,8,76,76,7,passaporto,,61+,singola tratta,wizz air malta,w43855,fermato,,
alb,fco,saw,2024-02-14 11:20:00,roma,istanbul,turchia,5,1,1,0,carta d'identità,f,31-45,singola tratta,turkish airlines,tk7660,ok,,
alb,bri,tia,2024-02-10 20:55:00,bari,tirana,albania,9,29,29,6,visto,m,18-30,singola tratta,wizz air malta,w46647,ok,,
alb,blq,tia,2024-02-14 21:15:00,bologna,tirana,albania,8,51,51,52,,m,,singola tratta,wizz air malta,w43847,segnalato,,
,bgy,tia,2024-02-19 06:10:00,bergamo,tirana,albania,2,83,83,12,visto,,31-45,singola tratta,wizz air malta,w43845,respinto,,
alb,tsf,tia,2024-02-09 11:40:00,treviso,tirana,albania,4,98,98,10,,f,18-30,singola tratta,wizz air malta,w44809,,,
alb,bgy,tia,2024-02-12 17:10:00,bergamo,tirana,albania,2,70,70,9,permesso di soggiorno,m,46-60,singola tratta,ryanair dac,fr8356,respinto,,
alb,blq,lhr,2024-02-23 15:25:00,bologna,londra,regno unito,8,1,1,0,carta d'identità,m,0-17,singola tratta,british airways,ba0542,in attesa,,
alb,vrn,tia,2024-01-06 19:50:00,verona,tirana,albania,4,101,101,28,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w43849,ok,,
afg,bgy,kbl,2024-01-03 18:00:00,bergamo,kabul,afghanistan,2,5,5,0,carta d'identità,f,,singola tratta,fly dubai,fz1571,in attesa,,
alb,bgy,bfs,2024-01-01 09:00:00,bergamo,belfast,regno unito,2,1,1,0,permesso di soggiorno,m,46-60,singola tratta,ryanair dac,fr9603,,,
alb,mxp,tia,2024-02-24 12:50:00,milano,tirana,albania,2,91,91,10,,m,18-30,singola tratta,air albania,zb2003,segnalato,,
alb,fco,bkk,2024-01-29 14:40:00,roma,bangkok,thailandia,5,1,1,0,,f,,singola tratta,etihad airways,ey0083,ok,,
alb,bgy,tia,2024-01-17 14:50:00,bergamo,tirana,albania,2,54,54,11,permesso di soggiorno,,0-17,singola tratta,wizz air malta,w43869,in attesa,,
alb,nap,ruh,2024-01-23 03:30:00,napoli,riyadh,arabia saudita,6,1,1,0,visto,m,0-17,singola tratta,ita airways,az9017,in attesa,,
,bri,tia,2024-01-31 11:35:00,bari,tirana,albania,9,50,50,4,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w46601,segnalato,,
alb,fco,pek,2024-02-04 09:15:00,roma,pechino,cina,5,1,1,0,,m,61+,singola tratta,turkish airlines,tk1861,fermato,,
alb,fco,tia,2024-01-01 15:50:00,roma,tirana,albania,5,43,0,0,,m,18-30,singola tratta,wizz air malta,w43887,segnalato,,
alb,fco,dxb,2024-02-11 15:05:00,roma,dubai,emirati arabi uniti,5,3,0,0,visto,m,18-30,singola tratta,emirates,ek0095,in attesa,,
alb,fco,tia,2024-02-11 06:10:00,roma,tirana,albania,5,102,0,0,passaporto,m,61+,singola tratta,wizz air malta,w43857,respinto,,
alb,mxp,tia,2024-02-26 20:10:00,milano,tirana,albania,2,,,,,m,18-30,singola tratta,wizz air malta,w46609,in attesa,,
alb,fco,tia,2024-02-19 16:15:00,roma,tirana,albania,5,44,44,3,,m,46-60,singola tratta,wizz air malta,w43887,fermato,,
alb,aoi,tia,2024-01-28 11:15:00,ancona,tirana,albania,8,108,108,110,passaporto,f,0-17,singola tratta,wizz air malta,w43855,respinto,,
alb,goa,tia,2024-02-20 15:45:00,genova,tirana,albania,1,8,8,0,carta d'identità,f,18-30,singola tratta,ita airways,az0585,segnalato,,
alb,cta,tia,2024-01-22 12:55:00,catania,tirana,albania,7,38,38,8,permesso di soggiorno,m,18-30,singola tratta,wizz air malta,w46605,in attesa,,
alb,mxp,ord,2024-01-07 00:00:00,milano,chicago,stati uniti,2,1,1,1,carta d'identità,f,31-45,singola tratta,air serbia,ju0544,,,
alb,mxp,ist,2024-01-03 15:50:00,milano,istanbul,turchia,2,4,4,0,passaporto,m,,singola tratta,turkish airlines,tk1875,in attesa,,
alb,fco,mle,2024-02-25 10:45:00,roma,male,maldive,5,1,1,0,carta d'identità,m,,singola tratta,neos s.p.a.,no0611,respinto,,
alb,mxp,tia,2024-02-12 20:10:00,milano,tirana,albania,2,93,93,17,carta d'identità,m,61+,singola tratta,wizz air malta,w46609,respinto,,
alb,cia,stn,2024-02-26 17:25:00,roma,londra,regno unito,5,4,4,6,visto,m,31-45,singola tratta,ryanair dac,fr3002,ok,,
afg,mxp,jed,2024-02-23 21:10:00,milano,jeddah,arabia saudita,2,2,2,0,permesso di soggiorno,m,0-17,singola tratta,wizz air malta,w45692,in attesa,,
alb,psa,lgw,2024-02-11 08:30:00,pisa,londra,regno unito,8,1,1,0,,f,18-30,singola tratta,easyjet,u28315,ok,,
alb,psr,tia,2024-02-15 11:15:00,pescara,tirana,albania,9,72,72,10,,,,singola tratta,wizz air malta,w43863,ok,,
alb,cta,tia,2024-01-14 23:35:00,catania,tirana,albania,7,9,9,3,permesso di soggiorno,m,31-45,singola tratta,wizz air malta,w46605,ok,,
alb,mxp,jfk,2024-01-13 18:15:00,milano,new york,stati uniti,2,1,1,0,visto,m,31-45,singola tratta,american airlines,aa0198,respinto,,
alb,fco,ssh,2024-01-30 21:20:00,roma,sharm el sheikh,egitto,5,1,1,1,,m,18-30,singola tratta,wizz air malta,w48280,respinto,,
alb,cia,stn,2024-01-22 15:50:00,roma,londra,regno unito,5,1,1,0,carta d'identità,m,31-45,singola tratta,ryanair dac,fr2672,fermato,,
,tsf,tia,2024-01-28 20:10:00,treviso,tirana,albania,4,44,44,5,carta d'identità,f,,singola tratta,ryanair dac,fr8400,respinto,,
afg,mxp,ist,2024-02-22 12:35:00,milano,istanbul,turchia,2,1,1,1,permesso di soggiorno,f,31-45,singola tratta,turkish airlines,tk1895,fermato,,
alb,mxp,tia,2024-01-11 12:50:00,milano,tirana,albania,2,96,96,19,,,31-45,singola tratta,air albania,zb2003,,,
alb,mxp,ssh,2024-02-17 22:20:00,milano,sharm el sheikh,egitto,2,3,3,3,visto,m,,singola tratta,neos s.p.a.,no6529,fermato,,
alb,fco,tia,2024-01-08 06:05:00,roma,tirana,albania,5,96,96,7,,m,31-45,singola tratta,wizz air malta,w43857,,,
alb,aoi,tia,2024-02-14 11:20:00,ancona,tirana,albania,8,65,65,5,carta d'identità,,46-60,singola tratta,wizz air malta,w43855,ok,,
alb,cta,ist,2024-02-11 17:55:00,catania,istanbul,turchia,7,1,1,0,carta d'identità,f,31-45,singola tratta,turkish airlines,tk1395,respinto,,
afg,vce,lgw,2024-01-26 09:00:00,venezia,londra,regno unito,4,1,1,0,carta d'identità,m,46-60,singola tratta,wizz air malta,w45789,fermato,,
alb,mxp,tia,2024-01-03 19:45:00,milano,tirana,albania,2,83,83,85,visto,f,0-17,singola tratta,wizz air malta,w46609,ok,,
alb,trn,tia,2024-02-29 06:55:00,torino,tirana,albania,1,93,93,94,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w46603,fermato,,
alb,tsf,tia,2024-01-03 16:40:00,treviso,tirana,albania,4,68,68,9,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w44809,fermato,,
alb,vce,saw,2024-02-06 11:45:00,venezia,istanbul,turchia,4,1,1,1,visto,f,46-60,singola tratta,pegasus airlines,pc1235,,,
alb,vrn,lgw,2024-02-23 14:20:00,verona,londra,regno unito,4,3,3,0,permesso di soggiorno,f,0-17,singola tratta,easyjet,u28335,fermato,,
alb,cia,tia,2024-01-30 08:25:00,roma,tirana,albania,5,50,50,7,visto,m,31-45,singola tratta,ryanair dac,fr8360,ok,,
alb,vce,asb,2024-01-24 08:10:00,venezia,ashgabat,turkmenistan,4,1,1,1,permesso di soggiorno,m,31-45,singola tratta,turkish airlines,tk1867,respinto,,
ago,mxp,lad,2024-02-12 00:05:00,milano,luanda,angola,2,1,1,0,visto,f,0-17,singola tratta,ethiopian airlines,et0736,,,
,vrn,tia,2024-01-05 12:40:00,verona,tirana,albania,4,,,,,m,31-45,singola tratta,air albania,zb2011,respinto,,
alb,trn,ltn,2024-02-11 18:25:00,torino,londra,regno unito,1,2,2,0,carta d'identità,m,61+,singola tratta,ryanair dac,fr9670,ok,,
