OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR_allarmi,CITTA_PARTENZA_allarmi,PAESE_PART_allarmi,ZONA_allarmi,TOT,MOTIVO_ALLARME,note_operatore_allarmi,flag_rischio,NAZIONALITA,CITTA_ARR_tip,CITTA_PARTENZA_tip,PAESE_PART_tip,ZONA_tip,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore_tip,codice_rischio
viaggiatori investigati,mxp,sid,2024-02-07 14:10:00,milano,sal,capo verde,2.0,6.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,auh,2024-02-07 14:45:00,milano,abu dhabi,emirati arabi uniti,2.0,20.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,bgy,tia,2024-02-07 16:00:00,bergamo,tirana,albania,2.0,18.0,tsc,,,alb,bergamo,tirana,albania,2.0,49.0,49.0,10.0,,f,61+,singola tratta,wizz air malta,w43869,in attesa,,
viaggiatori entrati,lin,tia,2024-02-07 16:00:00,milano,tirana,albania,2.0,3.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,vce,lhr,2024-02-07 17:00:00,venezia,londra,regno unito,4.0,4.0,,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,beg,2024-02-07 18:00:00,milano,belgrado,serbia,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,ltn,2024-02-07 18:00:00,milano,londra,regno unito,2.0,1.0,sdi,,,alb,milano,londra,regno unito,2.0,3.0,6.0,0.0,carta d'identità,f,61+,singola tratta,easyjet,u22485,segnalato,,
viaggiatori investigati,mxp,ltn,2024-02-07 18:00:00,milano,londra,regno unito,2.0,155.0,,,,alb,milano,londra,regno unito,2.0,3.0,6.0,0.0,carta d'identità,f,61+,singola tratta,easyjet,u22485,segnalato,,
viaggiatori entrati,fco,beg,2024-02-07 18:05:00,roma,belgrado,serbia,5.0,116.0,,,,,,,,,,,,,,,,,,,,
esito negativo,fco,lhr,2024-02-07 18:20:00,roma,londra,regno unito,5.0,4.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,jfk,2024-02-07 20:00:00,milano,new york,stati uniti,2.0,1.0,sdi,,,alb,milano,new york,stati uniti,0.0,2.0,2.0,0.0,permesso di soggiorno,m,31-45,singola tratta,american airlines,aa0198,segnalato,,
allarmi chiusi,mxp,ist,2024-02-07 20:30:00,milano,istanbul,turchia,2.0,5.0,,,,,,,,,,,,,,,,,,,,
voli investigati,bgy,tia,2024-02-07 20:35:00,bergamo,tirana,albania,2.0,1.0,sdi,,,alb,bergamo,tirana,albania,2.0,75.0,75.0,18.0,passaporto,f,31-45,singola tratta,ryanair dac,fr8356,fermato,,
viaggiatori con allarmi,fco,ist,2024-02-07 21:10:00,roma,istanbul,turchia,5.0,4.0,tsc,,alto,,,,,,,,,,,,,,,,,
voli disponibili,bgy,amm,2024-02-07 21:35:00,bergamo,amman,giordania,2.0,1.0,,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,jfk,2024-02-07 22:20:00,milano,new york,stati uniti,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi rilevanti,bri,tia,2024-02-08 00:00:00,bari,tirana,albania,9.0,1.0,,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,lhr,2024-02-08 00:00:00,milano,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,gig,2024-02-08 00:00:00,roma,rio de janeiro,brasile,5.0,1.0,,,alto,,,,,,,,,,,,,,,,,
allarmi generati,blq,ist,2024-02-08 00:00:00,bologna,istanbul,turchia,8.0,13.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,lgw,2024-02-08 00:00:00,roma,londra,regno unito,5.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
esito negativo,fco,szx,2024-02-08 00:00:00,roma,shenzhen,cina,5.0,5.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,bah,2024-02-08 01:40:00,milano,manama,bahrain,2.0,1.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,atq,2024-02-08 02:30:00,milano,amritsar,india,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,rmo,2024-02-08 06:00:00,roma,chisinau,moldavia,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,beg,2024-02-08 06:10:00,roma,belgrado,serbia,5.0,4.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,tlv,2024-02-08 06:10:00,roma,tel aviv yafo,israele,5.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,trn,stn,2024-02-08 06:30:00,torino,londra,regno unito,1.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,beg,2024-02-08 06:45:00,roma,belgrado,serbia,5.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
esito negativo,trn,tia,2024-02-08 06:55:00,torino,tirana,albania,1.0,18.0,nsis,,,alb,torino,tirana,albania,1.0,84.0,84.0,13.0,passaporto,f,0-17,singola tratta,wizz air malta,w46603,,,
voli solo visualizzati,lin,ltn,2024-02-08 07:00:00,milano,londra,regno unito,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,nap,cmn,2024-02-08 07:00:00,napoli,casablanca,marocco,6.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,bhx,2024-02-08 07:15:00,roma,birmingham,regno unito,5.0,184.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,lin,lhr,2024-02-08 07:25:00,milano,londra,regno unito,2.0,3.0,tsc,,,,,,,,,,,,,,,,,,,
voli investigati,vce,stn,2024-02-08 07:55:00,venezia,londra,regno unito,4.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vce,stn,2024-02-08 07:55:00,venezia,londra,regno unito,4.0,184.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,psa,lhr,2024-02-08 08:05:00,pisa,londra,regno unito,8.0,1.0,manuale,,,alb,pisa,londra,regno unito,8.0,2.0,2.0,0.0,,,0-17,singola tratta,british airways,ba0604,ok,,
allarmi chiusi,vce,ist,2024-02-08 08:10:00,venezia,istanbul,turchia,4.0,6.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,kwi,2024-02-08 08:25:00,milano,kuwait city,kuwait,2.0,88.0,tsc,,,afg,milano,kuwait city,kuwait,2.0,1.0,1.0,0.0,passaporto,f,,singola tratta,kuwait airways,ku0163,fermato,,
voli investigati,mxp,kwi,2024-02-08 08:25:00,milano,kuwait city,kuwait,2.0,1.0,manuale,,,afg,milano,kuwait city,kuwait,2.0,1.0,1.0,0.0,passaporto,f,,singola tratta,kuwait airways,ku0163,fermato,,
voli solo visualizzati,fco,dxb,2024-02-08 08:55:00,roma,dubai,emirati arabi uniti,5.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,lgw,2024-02-08 09:00:00,milano,londra,regno unito,2.0,7.0,sdi,,,alb,milano,londra,regno unito,2.0,1.0,1.0,0.0,,f,61+,singola tratta,wizz air malta,w45785,in attesa,,
esito negativo,fco,ist,2024-02-08 09:15:00,roma,istanbul,turchia,5.0,,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,nap,stn,2024-02-08 09:25:00,napoli,londra,regno unito,6.0,5.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi rilevanti,fco,cai,2024-02-08 10:00:00,roma,cairo,egitto,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,vrn,rmo,2024-02-08 10:00:00,verona,chisinau,moldavia,4.0,1.0,sdi,,,alb,verona,chisinau,moldavia,4.0,3.0,3.0,1.0,carta d'identità,m,,singola tratta,flyone,5f0233,,,
viaggiatori entrati,fco,mba,2024-02-08 10:00:00,roma,mombasa,kenya,5.0,363.0,,,,,,,,,,,,,,,,,,,,
allarmi chiusi,fco,mba,2024-02-08 10:00:00,roma,mombasa,kenya,5.0,22.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,alg,2024-02-08 10:30:00,roma,algeri,algeria,5.0,2.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,vrn,stn,2024-02-08 10:35:00,verona,londra,regno unito,4.0,1.0,tsc,,,alb,verona,londra,regno unito,4.0,1.0,1.0,0.0,carta d'identità,m,61+,singola tratta,ryanair dac,fr2338,,,
viaggiatori entrati,mxp,edi,2024-02-08 11:30:00,milano,edinburgh,regno unito,2.0,154.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,cia,man,2024-02-08 11:35:00,roma,manchester,regno unito,5.0,182.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,psa,stn,2024-02-08 11:55:00,pisa,londra,regno unito,8.0,165.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,bgy,tia,2024-02-08 12:10:00,bergamo,tirana,albania,2.0,1.0,nsis,,,alb,bergamo,tirana,albania,2.0,47.0,47.0,4.0,visto,f,0-17,singola tratta,wizz air malta,w43885,respinto,,
voli con allarmi,fco,spx,2024-02-08 12:15:00,roma,giza,egitto,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,lhr,2024-02-08 12:40:00,roma,londra,regno unito,5.0,6.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,lin,lhr,2024-02-08 12:40:00,milano,londra,regno unito,2.0,164.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,rmf,2024-02-08 13:05:00,milano,marsa alam,egitto,2.0,5.0,sdi,,medio,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,lgw,2024-02-08 13:05:00,milano,londra,regno unito,2.0,1.0,,,,alb,milano,londra,regno unito,2.0,1.0,1.0,0.0,carta d'identità,m,31-45,singola tratta,easyjet europe,ec8309,fermato,,
allarmi rilevanti,bgy,stn,2024-02-08 13:15:00,bergamo,londra,regno unito,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli con allarmi,bgy,stn,2024-02-08 13:15:00,bergamo,londra,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,ssh,2024-02-08 13:20:00,milano,sharm el sheikh,egitto,2.0,1.0,sdi,,,alb,milano,sharm el sheikh,egitto,2.0,1.0,1.0,0.0,permesso di soggiorno,f,31-45,singola tratta,easyjet europe,ec3892,ok,,
viaggiatori investigati,cia,stn,2024-02-08 13:35:00,roma,londra,regno unito,5.0,176.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,cia,stn,2024-02-08 13:35:00,roma,londra,regno unito,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,eze,2024-02-08 13:45:00,roma,buenos aires,argentina,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,lin,lcy,2024-02-08 13:45:00,milano,londra,regno unito,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,vce,bhx,2024-02-08 14:00:00,venezia,birmingham,regno unito,4.0,5.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,trn,lgw,2024-02-08 14:10:00,torino,londra,regno unito,1.0,4.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,trn,lgw,2024-02-08 14:10:00,torino,londra,regno unito,1.0,4.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi rilevanti,mxp,mct,2024-02-08 14:15:00,milano,muscat,oman,2.0,4.0,manuale,,medio,,,,,,,,,,,,,,,,,
voli disponibili,fco,auh,2024-02-08 14:40:00,roma,abu dhabi,emirati arabi uniti,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,tsf,amm,2024-02-08 14:50:00,treviso,amman,giordania,4.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,peg,tia,2024-02-08 15:20:00,perugia,tirana,albania,5.0,224.0,manuale,,,alb,perugia,tirana,albania,5.0,156.0,156.0,18.0,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w44811,ok,,
viaggiatori investigati,peg,tia,2024-02-08 15:20:00,perugia,tirana,albania,5.0,224.0,tsc,,,alb,perugia,tirana,albania,5.0,156.0,156.0,18.0,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w44811,ok,,
allarmi generati,mxp,dxb,2024-02-08 15:55:00,milano,dubai,emirati arabi uniti,2.0,40.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,psa,tia,2024-02-08 16:15:00,pisa,tirana,albania,8.0,28.0,manuale,,,alb,pisa,tirana,albania,8.0,112.0,112.0,14.0,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w46649,segnalato,,
allarmi rilevanti,mxp,ist,2024-02-08 16:15:00,milano,istanbul,turchia,2.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,vce,lgw,2024-02-08 16:50:00,venezia,londra,regno unito,4.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,lhr,2024-02-08 17:00:00,milano,londra,regno unito,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,lgw,2024-02-08 17:35:00,milano,londra,regno unito,2.0,3.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,bgy,stn,2024-02-08 17:50:00,bergamo,londra,regno unito,2.0,6.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,nap,ist,2024-02-08 17:55:00,napoli,istanbul,turchia,6.0,120.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,cta,ist,2024-02-08 17:55:00,catania,istanbul,turchia,7.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vrn,beg,2024-02-08 18:00:00,verona,belgrado,serbia,4.0,8.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi generati,vce,ist,2024-02-08 18:00:00,venezia,istanbul,turchia,4.0,11.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,ewr,2024-02-08 18:05:00,milano,newark,stati uniti,2.0,5.0,manuale,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,jfk,2024-02-08 18:15:00,milano,new york,stati uniti,2.0,7.0,nsis,,,alb,milano,new york,stati uniti,2.0,2.0,2.0,0.0,passaporto,m,61+,singola tratta,neos s.p.a.,no0789,,,
allarmi generati,nap,lgw,2024-02-08 18:25:00,napoli,londra,regno unito,6.0,8.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,trn,stn,2024-02-08 18:35:00,torino,londra,regno unito,1.0,169.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,lin,lhr,2024-02-08 18:40:00,milano,londra,regno unito,2.0,2.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,tun,2024-02-08 19:05:00,roma,tunis,tunisia,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
esito negativo,blq,cmn,2024-02-08 19:10:00,bologna,casablanca,marocco,8.0,,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,blq,cmn,2024-02-08 19:10:00,bologna,casablanca,marocco,8.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,jed,2024-02-08 19:40:00,milano,jeddah,arabia saudita,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,rak,2024-02-08 19:40:00,milano,marrakech,marocco,2.0,168.0,nsis,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,jfk,2024-02-08 19:45:00,roma,new york,stati uniti,5.0,1.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,mia,2024-02-08 19:50:00,roma,miami,stati uniti,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,bri,stn,2024-02-08 19:55:00,bari,londra,regno unito,9.0,9.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,vce,lgw,2024-02-08 19:55:00,venezia,londra,regno unito,4.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,trn,tia,2024-02-08 19:55:00,torino,tirana,albania,1.0,160.0,nsis,,,alb,torino,tirana,albania,1.0,87.0,87.0,11.0,,m,31-45,singola tratta,wizz air malta,w46661,in attesa,,
voli con allarmi,tsf,tia,2024-02-08 20:15:00,treviso,tirana,albania,4.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,lgw,2024-02-08 20:22:00,roma,londra,regno unito,5.0,174.0,manuale,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,ist,2024-02-08 20:30:00,milano,istanbul,turchia,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,yul,2024-02-08 20:30:00,milano,montreal,canada,2.0,3.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,ist,2024-02-08 21:10:00,roma,istanbul,turchia,5.0,95.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,ewr,2024-02-08 21:50:00,milano,newark,stati uniti,2.0,39.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,ewr,2024-02-08 21:50:00,milano,newark,stati uniti,2.0,,,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,hrg,2024-02-08 22:05:00,roma,hurghada,egitto,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,gyd,2024-02-08 23:15:00,roma,baku,azerbaigian,5.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,lgw,2024-02-09 00:00:00,roma,londra,regno unito,5.0,172.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,add,2024-02-09 00:05:00,milano,addis ababa,etiopia,2.0,52.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,add,2024-02-09 00:05:00,milano,addis ababa,etiopia,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,auh,2024-02-09 03:10:00,milano,abu dhabi,emirati arabi uniti,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,evn,2024-02-09 03:40:00,roma,yerevan,armenia,5.0,,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,bey,2024-02-09 06:10:00,roma,beirut,libano,5.0,7.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,tia,2024-02-09 06:20:00,milano,tirana,albania,2.0,1.0,manuale,,,alb,milano,tirana,albania,2.0,133.0,133.0,7.0,permesso di soggiorno,m,,singola tratta,wizz air malta,w46607,segnalato,,
voli solo visualizzati,trs,stn,2024-02-09 06:20:00,trieste,londra,regno unito,4.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,trn,stn,2024-02-09 06:50:00,torino,londra,regno unito,1.0,1.0,tsc,,,alb,torino,londra,regno unito,1.0,2.0,2.0,0.0,permesso di soggiorno,f,0-17,singola tratta,ryanair dac,fr0464,respinto,,
allarmi generati,fco,gla,2024-02-09 06:55:00,roma,glasgow,regno unito,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,vce,man,2024-02-09 07:00:00,venezia,manchester,regno unito,4.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,lhr,2024-02-09 07:00:00,roma,londra,regno unito,5.0,147.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vce,lgw,2024-02-09 07:00:00,venezia,londra,regno unito,4.0,170.0,nsis,,,alb,venezia,londra,regno unito,4.0,2.0,2.0,1.0,visto,m,31-45,singola tratta,wizz air malta,w45789,,,
viaggiatori investigati,fco,bhx,2024-02-09 07:15:00,roma,birmingham,regno unito,5.0,188.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,bgy,stn,2024-02-09 07:15:00,bergamo,londra,regno unito,2.0,195.0,,,,,,,,,,,,,,,,,,,,
allarmi chiusi,bgy,stn,2024-02-09 07:15:00,bergamo,londra,regno unito,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,psa,lgw,2024-02-09 07:40:00,pisa,londra,regno unito,8.0,153.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,cta,ist,2024-02-09 07:55:00,catania,istanbul,turchia,7.0,6.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,bgy,cai,2024-02-09 07:55:00,bergamo,cairo,egitto,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,pmo,ist,2024-02-09 07:55:00,palermo,istanbul,turchia,7.0,96.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi generati,pmo,ist,2024-02-09 07:55:00,palermo,istanbul,turchia,7.0,6.0,interpol,,,,,,,,,,,,,,,,,,,
esito negativo,bri,ist,2024-02-09 08:30:00,bari,istanbul,turchia,9.0,9.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,bri,ist,2024-02-09 08:30:00,bari,istanbul,turchia,9.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,vce,lhr,2024-02-09 08:35:00,venezia,londra,regno unito,4.0,,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,flr,lcy,2024-02-09 08:50:00,firenze,londra,regno unito,8.0,4.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,ruh,2024-02-09 09:30:00,roma,riyadh,arabia saudita,5.0,145.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,trn,lgw,2024-02-09 09:50:00,torino,londra,regno unito,1.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,alg,2024-02-09 10:15:00,milano,algeri,algeria,2.0,8.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,bgy,saw,2024-02-09 11:10:00,bergamo,istanbul,turchia,2.0,12.0,,,,alb,bergamo,istanbul,turchia,2.0,5.0,5.0,0.0,,,0-17,singola tratta,turkish airlines,tk7794,segnalato,,
allarmi generati,bgy,stn,2024-02-09 11:30:00,bergamo,londra,regno unito,2.0,3.0,sdi,,,,,,,,,,,,,,,,,,,
voli con allarmi,vce,man,2024-02-09 11:30:00,venezia,manchester,regno unito,4.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,bgy,tia,2024-02-09 12:10:00,bergamo,tirana,albania,2.0,2.0,,,,alb,bergamo,tirana,albania,2.0,115.0,115.0,12.0,carta d'identità,f,,singola tratta,ryanair dac,fr8356,,,
viaggiatori entrati,psa,stn,2024-02-09 12:45:00,pisa,londra,regno unito,8.0,186.0,,,,,,,,,,,,,,,,,,,,
esito negativo,blq,cmn,2024-02-09 12:50:00,bologna,casablanca,marocco,8.0,31.0,interpol,,,alb,bologna,casablanca,marocco,8.0,1.0,1.0,0.0,visto,m,31-45,singola tratta,royal air maroc,at0952,respinto,,
voli disponibili,mxp,tia,2024-02-09 12:50:00,milano,tirana,albania,2.0,1.0,tsc,,,alb,milano,tirana,albania,2.0,69.0,69.0,5.0,,f,,singola tratta,air albania,zb2003,in attesa,,
viaggiatori investigati,lin,lhr,2024-02-09 12:50:00,milano,londra,regno unito,2.0,201.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,brs,2024-02-09 12:50:00,roma,bristol,regno unito,5.0,1.0,manuale,,,alb,roma,bristol,regno unito,5.0,1.0,1.0,0.0,visto,m,31-45,singola tratta,easyjet,u22837,ok,,
voli investigati,fco,lhr,2024-02-09 12:55:00,roma,londra,regno unito,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,blq,ist,2024-02-09 13:00:00,bologna,istanbul,turchia,8.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,bgy,tia,2024-02-09 13:20:00,bergamo,tirana,albania,2.0,1.0,nsis,,,alb,bergamo,tirana,albania,2.0,126.0,126.0,18.0,passaporto,,61+,singola tratta,ryanair dac,fr8350,,,
viaggiatori entrati,bgy,rmo,2024-02-09 13:20:00,bergamo,chisinau,moldavia,2.0,108.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi chiusi,bgy,tia,2024-02-09 13:20:00,bergamo,tirana,albania,2.0,25.0,tsc,,,alb,bergamo,tirana,albania,2.0,126.0,126.0,18.0,passaporto,,61+,singola tratta,ryanair dac,fr8350,,,
voli solo visualizzati,bgy,rmo,2024-02-09 13:20:00,bergamo,chisinau,moldavia,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,trn,stn,2024-02-09 13:40:00,torino,londra,regno unito,1.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi generati,vce,bhx,2024-02-09 13:40:00,venezia,birmingham,regno unito,4.0,6.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,fco,eze,2024-02-09 13:45:00,roma,buenos aires,argentina,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,auh,2024-02-09 14:45:00,milano,abu dhabi,emirati arabi uniti,2.0,321.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,lin,lhr,2024-02-09 15:00:00,milano,londra,regno unito,2.0,165.0,sdi,,,,,,,,,,,,,,,,,,,
esito negativo,blq,lhr,2024-02-09 15:25:00,bologna,londra,regno unito,8.0,2.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,doh,2024-02-09 15:30:00,milano,doha,qatar,2.0,16.0,nsis,,,alb,milano,doha,qatar,2.0,1.0,1.0,0.0,passaporto,m,0-17,singola tratta,qatar airways,qr0117,ok,,
allarmi generati,fco,gig,2024-02-09 15:45:00,roma,rio de janeiro,brasile,5.0,2.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,psa,tia,2024-02-09 16:10:00,pisa,tirana,albania,8.0,1.0,nsis,,,,pisa,tirana,albania,8.0,138.0,138.0,5.0,,f,18-30,singola tratta,wizz air malta,w46649,in attesa,,
voli solo visualizzati,vce,lgw,2024-02-09 16:20:00,venezia,londra,regno unito,4.0,1.0,,passeggero noto,,,,,,,,,,,,,,,,,,
voli investigati,vce,lgw,2024-02-09 16:20:00,venezia,londra,regno unito,4.0,1.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,lgw,2024-02-09 16:40:00,roma,londra,regno unito,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,lgw,2024-02-09 16:40:00,roma,londra,regno unito,5.0,1.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,blq,rmo,2024-02-09 17:00:00,bologna,chisinau,moldavia,8.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi generati,blq,ltn,2024-02-09 17:05:00,bologna,londra,regno unito,8.0,5.0,sdi,,,alb,bologna,londra,regno unito,8.0,2.0,2.0,0.0,,f,0-17,singola tratta,ryanair dac,fr3406,,,
esito negativo,nap,stn,2024-02-09 17:20:00,napoli,londra,regno unito,6.0,3.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,cia,stn,2024-02-09 17:25:00,roma,londra,regno unito,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,ltn,2024-02-09 17:30:00,milano,londra,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,nap,ist,2024-02-09 17:55:00,napoli,istanbul,turchia,6.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
